user,gender,age,occupation,zip_code,categories,n_interactions,all_categories
4633,F,25,15,64116,18	17	,34.0,18	17
5087,F,35,12,17013,18	19	,27.0,18	19
3185,F,18,0,20008,18	2	,73.0,18	2
892,M,18,4,48073,1	6	,262.0,1	6
4085,F,18,4,10039,18	6	,45.0,18	6
5398,M,18,6,60611,1	9	,23.0,1	9
4322,M,35,8,10014,1	10	,40.0,1	10
2114,F,25,3,85226,18	15	,126.0,18	15
1837,F,18,4,11214,18	6	,146.0,18	6
5568,M,18,20,43611,1	21	,0.0,1	21
3271,F,1,10,87123,18	11	,70.0,18	11
2772,M,50,1,01096,1	5	,91.0,1	5
4281,M,45,17,78731,1	4	,41.0,1	4
5780,M,35,16,77550,1	22	,0.0,1	22
2840,M,25,12,06511,1	19	,87.0,1	19
5082,F,1,10,94086,18	11	,27.0,18	11
2897,F,56,13,07701,18	14	,85.0,18	14
3810,M,18,17,75093,1	4	,53.0,1	4
1793,M,25,20,98033,1	21	,149.0,1	21
4875,F,25,3,02155,18	15	,31.0,18	15
5262,M,1,0,77479,1	2	,25.0,1	2
4456,M,25,6,81007,1	9	,37.0,1	9
3926,F,50,7,94949,18	0	,50.0,18	0
4383,F,45,9,85202,18	7	,39.0,18	7
2185,M,56,0,72227-5733,1	2	,121.0,1	2
5101,M,18,4,22201,1	6	,27.0,1	6
105,M,25,0,60201,1	2	,653.0,1	2
4726,F,18,4,76201,18	6	,32.0,18	6
5190,F,18,4,10003,18	6	,26.0,18	6
5767,M,18,0,10705,1	2	,0.0,1	2
4229,M,35,6,94115,1	9	,42.0,1	9
572,M,25,19,45701,1	13	,339.0,1	13
2732,M,56,20,92315,1	21	,93.0,1	21
366,M,45,7,77351,1	0	,408.0,1	0
334,F,25,3,30308,18	15	,433.0,18	15
4276,M,25,11,22043,1	16	,41.0,1	16
2759,M,25,0,95136,1	2	,92.0,1	2
4589,M,35,1,95003,1	5	,35.0,1	5
686,M,50,7,26501,1	0	,307.0,1	0
820,M,35,7,50111,1	0	,278.0,1	0
1907,M,25,16,78411,1	22	,141.0,1	22
2089,F,35,20,10013,18	21	,127.0,18	21
2204,M,35,1,92683-1892,1	5	,120.0,1	5
5909,F,18,5,48108,18	8	,0.0,18	8
1469,M,25,12,10002,1	19	,180.0,1	19
1741,M,35,13,76548,1	14	,153.0,1	14
330,M,25,0,92646,1	2	,433.0,1	2
612,M,35,7,08234,1	0	,324.0,1	0
1458,M,25,12,83001,1	19	,182.0,1	19
2363,F,25,7,10562,18	0	,111.0,18	0
3420,F,25,0,13326,18	2	,65.0,18	2
5449,M,25,11,50111,1	16	,0.0,1	16
37,F,18,0,28270,18	2	,817.0,18	2
1428,F,35,3,55405,18	15	,185.0,18	15
1168,M,45,1,02135,1	5	,214.0,1	5
3757,M,25,11,75230,1	16	,55.0,1	16
665,F,35,9,06830,18	7	,311.0,18	7
5169,M,25,11,55555,1	16	,26.0,1	16
300,M,25,0,03867,1	2	,451.0,1	2
5742,M,25,17,11354,1	4	,0.0,1	4
125,M,18,20,61801,1	21	,631.0,1	21
3925,M,35,0,90027,1	2	,50.0,1	2
6009,F,45,7,10022,18	0	,0.0,18	0
1526,M,25,0,16101,1	2	,172.0,1	2
1796,M,25,12,44060,1	19	,149.0,1	19
2900,M,50,0,44139,1	2	,84.0,1	2
4844,M,50,3,48843,1	15	,31.0,1	15
4723,M,25,20,48009,1	21	,32.0,1	21
5788,M,25,4,11423,1	6	,0.0,1	6
5371,M,18,4,53715,1	6	,23.0,1	6
3326,M,50,15,07746,1	17	,68.0,1	17
1232,M,25,0,06810,1	2	,206.0,1	2
4465,M,45,0,04330,1	2	,37.0,1	2
1206,M,18,4,10010,1	6	,210.0,1	6
4989,M,18,17,91505,1	4	,29.0,1	4
419,M,18,20,90028,1	21	,388.0,1	21
3941,M,18,4,10003,1	6	,49.0,1	6
3993,M,45,17,91355,1	4	,48.0,1	4
996,F,50,0,94514,18	2	,246.0,18	2
254,M,25,16,94120,1	22	,484.0,1	22
5276,F,45,7,99701,18	0	,25.0,18	0
2833,F,56,0,38340,18	2	,88.0,18	2
91,M,25,0,97212,1	2	,688.0,1	2
2689,F,25,19,60612,18	13	,95.0,18	13
3023,M,56,0,90049,1	2	,79.0,1	2
4510,F,18,17,95405,18	4	,36.0,18	4
262,M,25,17,95405,1	4	,477.0,1	4
3345,M,35,17,95610,1	4	,67.0,1	4
2196,M,25,0,95819,1	2	,120.0,1	2
3609,M,50,13,62002,1	14	,59.0,1	14
1128,M,45,2,90813,1	20	,221.0,1	20
4766,M,18,12,90210,1	19	,31.0,1	19
289,F,18,9,62225,18	7	,464.0,18	7
4728,M,25,20,90046,1	21	,32.0,1	21
96,M,18,18,98118,1	3	,670.0,1	3
2198,M,50,14,85202,1	12	,120.0,1	12
3992,M,18,19,98034,1	13	,48.0,1	13
1343,M,25,19,94607,1	13	,193.0,1	13
5083,M,25,12,94520,1	19	,27.0,1	19
5662,M,25,16,98208,1	22	,0.0,1	22
5563,M,18,0,94044,1	2	,0.0,1	2
4192,F,45,0,94114,18	2	,43.0,18	2
1738,M,18,4,94507,1	6	,153.0,1	6
5790,M,25,17,94122,1	4	,0.0,1	4
4508,F,45,0,10022,18	2	,36.0,18	2
641,F,35,6,94214,18	9	,317.0,18	9
4669,F,18,9,99703,18	7	,33.0,18	7
3714,F,25,2,94577,18	20	,56.0,18	20
4681,M,35,7,80526,1	0	,33.0,1	0
5783,M,25,12,94121,1	19	,0.0,1	19
4194,M,18,4,77845,1	6	,43.0,1	6
6001,F,18,4,76707,18	6	,0.0,18	6
3923,M,45,17,87505,1	4	,50.0,1	4
549,M,25,14,15241,1	12	,344.0,1	12
324,M,50,16,98516,1	22	,435.0,1	22
5275,M,35,2,95602,1	20	,25.0,1	20
5017,F,25,17,75006,18	4	,28.0,18	4
3790,F,56,13,95320,18	14	,54.0,18	14
170,M,35,0,98368,1	2	,564.0,1	2
4846,M,25,17,93933,1	4	,31.0,1	4
3078,M,1,10,98043-3621,1	11	,77.0,1	11
5727,M,35,2,95816,1	20	,0.0,1	20
346,F,25,6,97116,18	9	,423.0,18	9
76,M,18,4,91301,1	6	,708.0,1	6
4799,M,18,14,97123,1	12	,31.0,1	12
2508,F,18,17,97070,18	4	,103.0,18	4
3056,M,25,12,98052,1	19	,78.0,1	19
3,M,25,20,95380,1	21	,1513.0,1	21
2287,M,18,4,78705,1	6	,115.0,1	6
5274,M,25,2,98102,1	20	,25.0,1	20
2065,F,25,7,98109,18	0	,129.0,18	0
3604,M,18,3,85226,1	15	,59.0,1	15
464,M,35,12,95833,1	19	,374.0,1	19
5656,M,35,12,94062,1	19	,0.0,1	19
648,M,25,3,85013,1	15	,315.0,1	15
2541,F,18,4,34243,18	6	,101.0,18	6
2264,M,35,5,98465,1	8	,116.0,1	8
2269,M,35,16,98029,1	22	,116.0,1	22
4561,F,25,17,85301,18	4	,35.0,18	4
1250,M,35,20,97333,1	21	,204.0,1	21
812,M,25,12,98684,1	19	,279.0,1	19
528,M,25,12,98116,1	19	,350.0,1	19
1647,M,25,1,97206,1	5	,161.0,1	5
874,M,35,7,95765,1	0	,267.0,1	0
535,F,18,4,98052,18	6	,347.0,18	6
28,M,35,2,97214,1	20	,881.0,1	20
567,F,25,19,98102,18	13	,340.0,18	13
4565,M,25,20,98119,1	21	,35.0,1	21
256,F,25,4,97233,18	6	,483.0,18	6
3077,M,18,10,97303,1	11	,77.0,1	11
5300,M,18,15,77047,1	17	,24.0,1	17
4707,M,25,4,98926,1	6	,32.0,1	6
3031,F,18,4,85033,18	6	,79.0,18	6
1466,M,25,20,19134,1	21	,181.0,1	21
2976,M,50,1,95070,1	5	,81.0,1	5
5581,M,25,0,64106,1	2	,0.0,1	2
1586,M,25,0,73147,1	2	,166.0,1	2
3462,M,18,0,94530,1	2	,64.0,1	2
5155,F,18,4,30134,18	6	,26.0,18	6
362,M,25,0,73003,1	2	,410.0,1	2
5957,M,25,0,47421,1	2	,0.0,1	2
970,M,25,17,43212,1	4	,249.0,1	4
4566,M,25,16,53406,1	22	,35.0,1	22
1709,M,25,0,43229,1	2	,156.0,1	2
544,F,50,6,30307,18	9	,346.0,18	9
4899,M,18,4,43235,1	6	,30.0,1	6
5984,M,18,16,60523,1	22	,0.0,1	22
4240,M,18,4,94720,1	6	,42.0,1	6
4059,M,18,19,70043,1	13	,46.0,1	13
1313,M,35,0,72058,1	2	,197.0,1	2
2137,M,35,17,60103,1	4	,125.0,1	4
1712,M,18,4,00961,1	6	,154.0,1	6
4778,M,18,19,67218,1	13	,31.0,1	13
1613,M,25,2,60160,1	20	,164.0,1	20
232,M,35,16,50317,1	22	,501.0,1	22
4173,M,18,4,11710-1641,1	6	,43.0,1	6
4305,M,25,7,53715,1	0	,40.0,1	0
5638,F,18,4,60137,18	6	,0.0,18	6
3836,F,18,0,91601,18	2	,52.0,18	2
4764,M,18,4,13655,1	6	,32.0,1	6
71,M,18,14,43725,1	12	,717.0,1	12
3203,M,45,17,94602,1	4	,72.0,1	4
3522,M,18,20,30605,1	21	,62.0,1	21
1773,M,56,8,00606,1	10	,151.0,1	10
118,M,35,20,46614,1	21	,646.0,1	21
3578,M,35,16,30034,1	22	,60.0,1	22
3265,M,56,16,77079,1	22	,70.0,1	22
3563,M,56,1,96153,1	5	,61.0,1	5
157,M,35,7,91107,1	0	,581.0,1	0
4293,M,25,15,08109,1	17	,41.0,1	17
2959,M,35,17,77566,1	4	,81.0,1	4
2027,M,35,12,50325,1	19	,132.0,1	19
3504,M,45,0,94114,1	2	,63.0,1	2
683,M,25,4,33157,1	6	,307.0,1	6
4498,M,25,0,90638,1	2	,36.0,1	2
197,M,50,1,04240,1	5	,542.0,1	5
384,M,25,2,10040,1	20	,402.0,1	20
4183,M,50,5,10128,1	8	,43.0,1	8
5730,M,35,20,77024,1	21	,0.0,1	21
426,M,25,3,96813,1	15	,387.0,1	15
946,M,35,6,90803,1	9	,253.0,1	9
5985,M,18,19,27028,1	13	,0.0,1	13
744,F,18,4,77005,18	6	,292.0,18	6
4730,F,25,1,75149,18	5	,32.0,18	5
649,M,25,4,75206,1	6	,315.0,1	6
432,F,25,0,33067-1400,18	2	,385.0,18	2
1077,M,25,16,22112,1	22	,231.0,1	22
3751,F,25,3,90016,18	15	,55.0,18	15
4737,M,35,0,72058,1	2	,32.0,1	2
3460,M,25,14,75230,1	12	,64.0,1	12
5269,M,35,7,76248,1	0	,25.0,1	0
145,M,18,0,75149,1	2	,600.0,1	2
2610,M,18,4,13655,1	6	,98.0,1	6
5653,F,45,0,94566,18	2	,0.0,18	2
914,M,25,20,75205,1	21	,259.0,1	21
2152,M,45,16,75067,1	22	,123.0,1	22
4289,M,25,17,75240,1	4	,41.0,1	4
3061,M,35,16,79605,1	22	,77.0,1	22
5475,M,25,17,75044,1	4	,0.0,1	4
5395,M,56,2,90680,1	20	,23.0,1	20
3984,M,18,4,07030,1	6	,48.0,1	6
4915,M,25,17,99003,1	4	,30.0,1	4
1864,M,25,4,70115,1	6	,144.0,1	6
527,M,25,0,45801,1	2	,350.0,1	2
3823,M,25,20,17022,1	21	,53.0,1	21
265,M,18,4,94704,1	6	,475.0,1	6
2388,M,18,1,78133,1	5	,109.0,1	5
299,M,35,1,22181,1	5	,453.0,1	5
2950,F,35,0,08009,18	2	,82.0,18	2
4642,M,45,0,23454,1	2	,34.0,1	2
5906,M,18,4,10027,1	6	,0.0,1	6
4713,M,18,20,18104,1	21	,32.0,1	21
5131,M,18,4,04901,1	6	,27.0,1	6
3958,M,45,1,85721,1	5	,49.0,1	5
5474,M,18,8,90210,1	10	,0.0,1	10
5038,M,45,2,19104,1	20	,28.0,1	20
3832,M,1,10,19116,1	11	,52.0,1	11
798,M,25,0,19152,1	2	,282.0,1	2
2087,M,18,4,19146,1	6	,127.0,1	6
4673,F,25,2,53523,18	20	,33.0,18	20
1167,M,25,4,20008,1	6	,214.0,1	6
1444,M,25,11,20878,1	16	,183.0,1	16
5369,M,18,17,20724,1	4	,23.0,1	4
1645,M,50,11,20852,1	16	,161.0,1	16
1677,M,35,7,52003,1	0	,158.0,1	0
3728,M,45,11,22204,1	16	,56.0,1	16
3107,M,35,11,70118,1	16	,76.0,1	16
1295,M,18,4,70118,1	6	,199.0,1	6
5729,F,25,6,54729,18	9	,0.0,18	9
1401,M,18,4,22903,1	6	,188.0,1	6
1046,M,25,2,50021,1	20	,236.0,1	20
2990,M,25,7,22314,1	0	,80.0,1	0
1676,M,18,4,22401,1	6	,158.0,1	6
1255,M,18,4,22032,1	6	,203.0,1	6
1601,M,18,17,20742,1	4	,165.0,1	4
5569,F,18,4,22031,18	6	,0.0,18	6
4397,F,25,14,12189,18	12	,38.0,18	12
4711,M,50,13,90210,1	14	,32.0,1	14
5280,M,56,2,08825,1	20	,25.0,1	20
140,F,25,12,48103,18	19	,611.0,18	19
5851,F,35,6,90035,18	9	,0.0,18	9
4298,M,50,7,10014,1	0	,41.0,1	0
4763,M,1,1,30707,1	5	,32.0,1	5
3750,F,35,9,56007,18	7	,55.0,18	7
3069,M,35,1,53706,1	5	,77.0,1	5
4551,M,1,8,02254,1	10	,35.0,1	10
2645,F,35,12,45249,18	19	,96.0,18	19
856,M,25,20,50265,1	21	,270.0,1	21
5188,M,25,20,43315,1	21	,26.0,1	21
3701,F,25,0,53713,18	2	,56.0,18	2
5294,F,35,1,92801,18	5	,24.0,18	5
2147,F,18,4,43560,18	6	,124.0,18	6
2101,M,25,7,50310,1	0	,127.0,1	0
4019,M,45,11,49265,1	16	,47.0,1	16
4403,F,25,1,07721,18	5	,38.0,18	5
2154,M,18,4,07030,1	6	,123.0,1	6
5451,M,25,16,07302,1	22	,0.0,1	22
5189,M,18,4,12180,1	6	,26.0,1	6
2808,M,18,4,53190,1	6	,89.0,1	6
4358,F,18,4,14433,18	6	,39.0,18	6
3163,M,18,17,07030,1	4	,74.0,1	4
3573,M,35,5,10990,1	8	,60.0,1	8
88,M,25,19,11501,1	13	,689.0,1	13
404,M,25,0,10016,1	2	,396.0,1	2
99,M,25,2,08817,1	20	,663.0,1	20
5570,M,35,7,10011,1	0	,0.0,1	0
3041,M,18,4,07940,1	6	,78.0,1	6
5647,M,25,12,11217,1	19	,0.0,1	19
2246,M,18,0,95037,1	2	,117.0,1	2
329,M,18,4,53190,1	6	,433.0,1	6
2606,M,25,12,10014,1	19	,98.0,1	19
5907,F,18,4,53711,18	6	,0.0,18	6
1678,M,25,2,10002,1	20	,158.0,1	20
3755,M,45,12,95051,1	19	,55.0,1	19
4563,M,18,4,60047,1	6	,35.0,1	6
5583,M,35,5,10011,1	8	,0.0,1	8
5749,M,35,7,11747,1	0	,0.0,1	0
3238,M,18,5,12582,1	8	,71.0,1	8
810,M,25,19,59602,1	13	,280.0,1	13
4129,M,25,12,10036,1	19	,44.0,1	19
1774,M,50,0,90803,1	2	,150.0,1	2
1757,M,25,0,92346,1	2	,151.0,1	2
3455,M,18,4,93004,1	6	,64.0,1	6
2018,M,56,7,92065,1	0	,132.0,1	0
4390,M,1,10,92106,1	11	,38.0,1	11
2875,F,18,4,59715,18	6	,86.0,18	6
4441,F,25,4,66049,18	6	,37.0,18	6
1052,M,56,16,94591,1	22	,235.0,1	22
409,M,50,16,92129,1	22	,394.0,1	22
4740,M,50,14,95129,1	12	,32.0,1	12
2633,M,18,4,90048,1	6	,97.0,1	6
5955,M,35,7,94306,1	0	,0.0,1	0
735,F,18,1,94606,18	5	,295.0,18	5
1987,M,25,7,94043,1	0	,134.0,1	0
4830,M,50,7,95008,1	0	,30.0,1	0
4028,M,50,11,92346,1	16	,47.0,1	16
4342,M,45,14,95148,1	12	,39.0,1	12
1960,M,56,13,85248,1	14	,137.0,1	14
2604,F,45,1,46774,18	5	,98.0,18	5
5030,M,50,20,92106,1	21	,28.0,1	21
1475,M,35,7,02127,1	0	,179.0,1	0
3712,M,45,7,95076,1	0	,56.0,1	0
728,M,35,12,94107,1	19	,296.0,1	19
5272,M,25,12,92024,1	19	,25.0,1	19
2738,F,45,20,90069,18	21	,93.0,18	21
3437,M,1,10,92846,1	11	,65.0,1	11
1045,M,25,4,29732,1	6	,236.0,1	6
42,M,35,0,91006,1	2	,795.0,1	2
3743,M,35,2,95008,1	20	,55.0,1	20
1289,M,35,16,92352,1	22	,200.0,1	22
490,F,50,0,94521,18	2	,365.0,18	2
94,M,45,20,93108,1	21	,679.0,1	21
3909,M,50,17,94611,1	4	,50.0,1	4
5444,M,25,12,94086,1	19	,0.0,1	19
2605,M,56,15,92119,1	17	,98.0,1	17
5076,M,35,12,95124,1	19	,27.0,1	19
251,M,18,14,80023,1	12	,485.0,1	12
1511,M,50,6,94702,1	9	,175.0,1	9
964,M,45,1,91335,1	5	,251.0,1	5
5592,M,25,20,90066,1	21	,0.0,1	21
5271,F,35,0,90024,18	2	,25.0,18	2
1551,F,35,7,94602,18	0	,170.0,18	0
2992,M,35,14,89119,1	12	,80.0,1	12
1268,M,56,13,92115,1	14	,202.0,1	14
131,F,50,2,94530,18	20	,620.0,18	20
5593,M,25,12,91101,1	19	,0.0,1	19
64,F,45,6,02135,18	9	,726.0,18	9
4647,M,56,12,94109,1	19	,34.0,1	19
1836,M,50,7,94024,1	0	,146.0,1	0
1069,M,25,19,93536,1	13	,232.0,1	13
1441,M,35,0,90401,1	2	,184.0,1	2
837,M,18,1,30115,1	5	,275.0,1	5
4107,F,35,20,94118,18	21	,45.0,18	21
5578,F,25,5,91311,18	8	,0.0,18	8
5750,M,35,17,94804,1	4	,0.0,1	4
1799,M,56,13,95129,1	14	,149.0,1	14
4092,M,18,4,89146,1	6	,45.0,1	6
4262,M,1,10,94707,1	11	,42.0,1	11
5099,F,18,4,92805,18	6	,27.0,18	6
277,M,25,4,91325,1	6	,469.0,1	6
4261,M,25,17,95126,1	4	,42.0,1	4
5905,F,35,14,95051,18	12	,0.0,18	12
4645,M,50,13,01938,1	14	,34.0,1	14
459,M,45,7,90405,1	0	,376.0,1	0
3011,M,18,10,92704,1	11	,79.0,1	11
6004,F,45,6,95209,18	9	,0.0,18	9
4134,M,1,0,94525,1	2	,44.0,1	2
229,F,35,7,80122,18	0	,501.0,18	0
3478,M,56,12,92780,1	19	,63.0,1	19
423,F,25,7,94303,18	0	,387.0,18	0
4388,M,35,7,90026,1	0	,39.0,1	0
3657,F,56,6,90630,18	9	,58.0,18	9
924,M,50,7,92886,1	0	,258.0,1	0
203,F,1,0,95404,18	2	,537.0,18	2
5747,M,35,7,94806,1	0	,0.0,1	0
1271,M,1,10,94501,1	11	,202.0,1	11
5745,F,1,10,91107,18	11	,0.0,18	11
973,M,25,15,94550,1	17	,249.0,1	17
3275,M,25,2,94114,1	20	,70.0,1	20
3456,M,25,7,94114,1	0	,64.0,1	0
5128,M,18,19,94703,1	13	,27.0,1	13
4439,M,25,17,95014,1	4	,37.0,1	4
4048,M,1,10,90405,1	11	,46.0,1	11
5319,M,35,0,90026,1	2	,24.0,1	2
1194,M,25,11,92335,1	16	,211.0,1	16
2083,F,25,2,91351,18	20	,128.0,18	20
1306,F,35,2,94930,18	20	,197.0,18	20
3557,M,25,12,95158,1	19	,61.0,1	19
8,M,35,17,94550,1	4	,1114.0,1	4
4657,M,35,5,04901,1	8	,33.0,1	8
164,M,18,4,91501,1	6	,574.0,1	6
3631,F,18,4,93107,18	6	,59.0,18	6
4158,M,25,20,92866,1	21	,44.0,1	21
3309,M,25,14,94110,1	12	,69.0,1	12
1993,M,25,7,94041,1	0	,134.0,1	0
2421,M,1,10,93111,1	11	,107.0,1	11
2665,M,18,17,92595,1	4	,96.0,1	4
2353,M,25,12,49024,1	19	,112.0,1	19
3007,F,18,4,90630,18	6	,79.0,18	6
1296,M,35,1,91030,1	5	,198.0,1	5
5133,F,25,2,94566,18	20	,27.0,18	20
1902,M,25,16,91402,1	22	,141.0,1	22
4752,M,1,19,03109,1	13	,32.0,1	13
4324,M,35,0,44280,1	2	,40.0,1	2
4099,F,18,4,23185,18	6	,45.0,18	6
87,F,25,1,17055,18	5	,692.0,18	5
3627,F,50,13,53092,18	14	,59.0,18	14
1438,M,45,7,55555,1	0	,184.0,1	0
3186,F,50,3,91911,18	15	,73.0,18	15
657,F,18,1,60914,18	5	,312.0,18	5
3178,F,50,9,91941,18	7	,73.0,18	7
5843,F,25,6,89523,18	9	,0.0,18	9
4094,M,56,17,48304,1	4	,45.0,1	4
4327,M,25,20,93637,1	21	,40.0,1	21
5765,M,50,7,92116,1	0	,0.0,1	0
1049,M,25,11,85258,1	16	,235.0,1	16
295,F,25,3,92116,18	15	,460.0,18	15
4386,M,50,13,89052,1	14	,39.0,1	14
4946,F,25,14,80230,18	12	,30.0,18	12
3047,M,45,17,92111,1	4	,78.0,1	4
4704,M,25,1,22903,1	5	,33.0,1	5
241,M,35,17,12159,1	4	,494.0,1	4
4399,M,18,4,97361,1	6	,38.0,1	6
2308,M,35,5,58703,1	8	,114.0,1	8
3638,M,56,6,02726,1	9	,58.0,1	9
2134,M,1,10,43357,1	11	,125.0,1	11
5255,M,56,17,49506,1	4	,25.0,1	4
10,M,35,7,06460,1	0	,1052.0,1	0
4398,M,56,1,80303,1	5	,38.0,1	5
2218,M,1,10,80540,1	11	,119.0,1	11
221,M,25,14,92109,1	12	,512.0,1	12
990,M,18,10,92130,1	11	,247.0,1	11
1941,M,45,12,92122,1	19	,139.0,1	19
5546,M,50,13,91977,1	14	,0.0,1	14
4364,M,25,17,62629,1	4	,39.0,1	4
177,F,25,1,85224,18	5	,555.0,18	5
5902,M,50,6,02090,1	9	,0.0,1	9
4868,M,25,7,85257,1	0	,31.0,1	0
5551,M,25,20,48309,1	21	,0.0,1	21
3633,M,18,4,85259,1	6	,59.0,1	6
5850,M,35,17,99508,1	4	,0.0,1	4
5146,M,35,2,89012,1	20	,26.0,1	20
3070,M,25,1,85364,1	5	,77.0,1	5
1674,M,35,0,85621,1	2	,158.0,1	2
4414,M,25,0,84108,1	2	,38.0,1	2
542,F,50,9,24018,18	7	,346.0,18	7
3052,F,35,3,02113,18	15	,78.0,18	15
2831,M,18,4,44685,1	6	,88.0,1	6
4496,M,50,1,48197,1	5	,36.0,1	5
1617,F,56,13,02136-1522,18	14	,163.0,18	14
3669,M,1,10,80014,1	11	,57.0,1	11
2695,M,45,19,53572,1	13	,94.0,1	13
4125,M,18,4,58601,1	6	,44.0,1	6
4571,M,35,0,66048,1	2	,35.0,1	2
4655,M,50,16,80442,1	22	,33.0,1	22
1764,M,25,3,48220,1	15	,151.0,1	15
3912,F,35,7,60625,18	0	,50.0,18	0
478,M,18,4,81520,1	6	,369.0,1	6
1241,F,35,3,01545,18	15	,205.0,18	15
373,M,25,4,49456,1	6	,405.0,1	6
3280,M,45,0,60543,1	2	,69.0,1	2
3865,M,18,4,53233,1	6	,51.0,1	6
162,M,18,4,01003,1	6	,579.0,1	6
639,F,56,2,20783,18	20	,318.0,18	20
2441,M,25,17,35808,1	4	,106.0,1	4
352,M,35,16,46214,1	22	,418.0,1	22
4999,M,50,1,27705,1	5	,29.0,1	5
379,M,25,7,45011,1	0	,404.0,1	0
2144,M,25,0,61364,1	2	,124.0,1	2
1524,M,25,7,60137,1	0	,173.0,1	0
926,M,18,4,56001,1	6	,258.0,1	6
1399,M,1,19,06614,1	13	,188.0,1	13
2694,M,56,13,03440,1	14	,94.0,1	14
1398,M,50,16,49277,1	22	,189.0,1	22
2628,F,25,9,48021,18	7	,97.0,18	7
5317,M,45,6,44131,1	9	,24.0,1	9
1790,F,25,12,10011,18	19	,149.0,18	19
193,M,25,4,77345,1	6	,544.0,1	6
1334,M,35,20,60640,1	21	,195.0,1	21
3968,M,50,14,44614,1	12	,48.0,1	12
5067,F,45,20,91436,18	21	,28.0,18	21
4586,F,45,2,01851,18	20	,35.0,18	20
1854,F,18,0,45212,18	2	,145.0,18	2
3567,F,25,14,90046,18	12	,60.0,18	12
6020,M,56,14,02468,1	12	,0.0,1	12
374,F,45,1,33301,18	5	,405.0,18	5
2554,M,50,16,60060,1	22	,100.0,1	22
4659,F,25,7,02494,18	0	,33.0,18	0
271,F,25,20,24015,18	21	,472.0,18	21
1409,M,1,10,79358,1	11	,187.0,1	11
3969,M,25,14,37931,1	12	,48.0,1	12
5572,F,45,0,49408,18	2	,0.0,18	2
5316,F,1,0,24179,18	2	,24.0,18	2
3276,M,35,1,91711,1	5	,70.0,1	5
961,M,1,10,06437,1	11	,251.0,1	11
4739,M,50,6,49456,1	9	,32.0,1	9
4827,F,50,0,13210,18	2	,30.0,18	2
1010,F,35,3,99504,18	15	,243.0,18	15
1507,M,35,7,93906,1	0	,176.0,1	0
5737,M,1,10,46033,1	11	,0.0,1	11
5766,M,45,11,06416,1	16	,0.0,1	16
871,M,25,12,03110,1	19	,268.0,1	19
2102,M,50,11,49008,1	16	,127.0,1	16
1076,M,25,4,56301,1	6	,231.0,1	6
3621,M,35,1,49417,1	5	,59.0,1	5
3062,F,56,1,06437,18	5	,77.0,18	5
1381,M,35,0,44130,1	2	,191.0,1	2
1436,M,1,1,48304,1	5	,185.0,1	5
5744,M,56,1,44107,1	5	,0.0,1	5
2932,M,18,4,44646,1	6	,83.0,1	6
26,M,25,4,43138,1	6	,904.0,1	6
1117,M,35,1,01020,1	5	,222.0,1	5
4904,M,25,6,46807,1	9	,30.0,1	9
5185,F,25,6,53202,18	9	,26.0,18	9
1434,M,50,16,06430,1	22	,185.0,1	22
2339,F,35,12,43528,18	19	,113.0,18	19
3281,M,56,15,79068,1	17	,69.0,1	17
2585,F,35,6,13210,18	9	,99.0,18	9
1290,M,45,7,01605,1	0	,199.0,1	0
1405,F,50,12,21133,18	19	,188.0,18	19
211,F,18,4,13148,18	6	,524.0,18	6
5261,M,18,4,48197,1	6	,25.0,1	6
4828,F,25,4,13210,18	6	,30.0,18	6
3336,M,18,4,13165,1	6	,68.0,1	6
258,M,18,0,55112,1	2	,480.0,1	2
2662,M,18,4,13323,1	6	,96.0,1	6
3239,M,1,10,45241,1	11	,71.0,1	11
4910,M,25,11,37931,1	16	,30.0,1	16
4738,M,18,17,49445,1	4	,32.0,1	4
3313,M,1,19,48323,1	13	,69.0,1	13
4475,M,18,4,64920,1	6	,37.0,1	6
1759,M,18,4,23186,1	6	,151.0,1	6
1095,M,18,0,06360,1	2	,228.0,1	2
5250,M,35,14,48328,1	12	,25.0,1	12
4311,M,25,0,37923-3112,1	2	,40.0,1	2
399,M,50,7,60618,1	0	,397.0,1	0
2913,M,35,17,17601,1	4	,84.0,1	4
1230,M,35,17,48313,1	4	,206.0,1	4
1955,F,35,20,48044,18	21	,137.0,18	21
136,M,56,1,49006,1	5	,616.0,1	5
4301,M,18,0,48322,1	2	,41.0,1	2
3509,M,35,2,60061,1	20	,63.0,1	20
3564,M,56,13,58504,1	14	,61.0,1	14
2484,F,25,17,33990,18	4	,104.0,18	4
1954,M,18,5,48504,1	8	,138.0,1	8
831,M,35,20,48067,1	21	,276.0,1	21
4998,F,18,0,48823,18	2	,29.0,18	2
787,F,25,0,24017,18	2	,284.0,18	2
3073,M,25,16,48309,1	22	,77.0,1	22
793,M,25,11,48825,1	16	,283.0,1	16
2934,M,35,12,03062,1	19	,83.0,1	19
4570,M,45,15,60035,1	17	,35.0,1	17
390,M,25,1,24060,1	5	,401.0,1	5
580,F,18,20,495321,18	21	,337.0,18	21
5249,M,25,1,24060,1	5	,25.0,1	5
5736,M,1,10,60462,1	11	,0.0,1	11
257,M,25,16,13090,1	22	,481.0,1	22
1554,M,50,11,46802,1	16	,170.0,1	16
5733,M,56,13,32806,1	14	,0.0,1	14
4348,F,45,12,23116,18	19	,39.0,18	19
4361,M,25,6,04456,1	9	,39.0,1	9
1915,M,18,18,21740,1	3	,140.0,1	3
