user,gender,age,occupation,zipcode
2286,M,56,1,44256
3196,F,25,17,01453
4837,M,56,0,48186
1175,M,50,1,91030
4569,F,50,20,95503
16,M,35,7,20716
828,M,1,10,91326
1698,M,35,19,94598
1249,F,25,4,92354
3255,F,35,1,97374
1301,M,18,19,98502
5176,F,1,0,90210
5021,M,45,7,72212
5410,M,25,0,85712
5177,M,45,0,98031
2562,F,35,0,98117
5164,M,50,16,98103
1632,M,25,12,90712
214,F,25,1,95617
2848,F,1,10,13907
2453,F,18,14,22203
5587,M,35,1,44077
3033,M,1,10,49544
1710,M,50,13,77459
4608,M,1,0,97222
3883,M,18,4,84112-2004
333,M,35,12,97006
89,F,25,1,06417
2249,M,25,7,95076
2981,F,56,0,46814
2519,F,50,7,33764
838,M,50,0,43617
4077,M,25,0,12590
1500,M,35,7,94127
4811,M,25,17,27519
574,M,18,4,10027
3582,F,50,1,60089
5759,M,50,0,91505
4812,M,56,13,94558
2469,M,35,17,23602
1562,M,25,2,90292
4040,M,25,12,94118
1392,M,56,15,13207
1454,M,25,7,12206
1785,M,1,10,48073
1477,M,18,0,19134
3889,M,35,0,52162
2099,M,25,2,60102
205,M,50,13,02125
5212,M,45,7,61081
5968,M,18,20,07087
1867,M,50,1,90027
1155,M,25,1,94720
5153,F,25,4,48219
1080,M,25,11,95125
2527,M,25,12,60515
2141,F,18,4,43235
3860,F,45,20,94519
5518,M,18,4,91006
4421,F,25,7,94043
5517,F,25,1,48316
5502,M,18,4,32720
4352,F,35,20,11215
3125,F,25,20,50111
5515,F,18,14,02144
1498,M,1,10,11803
220,F,35,0,10014
573,M,35,15,92627
354,M,25,4,22030
4613,M,25,17,80461
242,M,18,4,98225
4851,M,35,0,92649
3254,F,35,20,94598
5420,M,35,2,94587
5632,M,50,0,10573
4762,M,25,7,48188
2361,M,56,13,94134
3738,F,35,20,76205
2574,F,18,1,02144
1384,M,25,17,94110
5013,M,25,20,10002
4560,F,18,14,84101
4505,M,45,7,20879
3906,M,35,7,2020010
244,M,25,17,28262
1527,M,18,4,40205
2140,M,25,4,22903
1356,M,1,10,81301
121,M,25,1,53711
985,F,18,20,49321
150,M,25,4,18104
1949,M,25,15,12203
1467,M,50,2,10028
4996,F,56,13,01234
5884,M,25,6,12230
1703,F,45,6,54401
1099,M,18,20,49506
613,M,35,2,19123
169,M,45,7,37343
5049,M,50,17,39567
3202,M,35,17,94041
5045,F,18,0,06360
3559,M,18,4,98312
998,M,35,1,98502
4374,M,1,10,97801
2289,M,25,19,97209
5631,M,50,1,98541
4747,F,18,1,94607
358,M,45,16,33334
11,M,35,4,98125
3766,M,35,17,92630
2923,F,50,7,94611
2169,F,35,19,92867
4559,M,45,6,78750
3892,M,35,0,91504
896,F,35,0,10011
4697,M,25,7,94904
3802,M,25,5,60074
982,F,50,20,11217
4698,F,35,6,90036
4277,M,1,0,75244
448,M,25,7,92109
154,M,35,6,33615
1298,M,25,14,02038
2153,M,1,10,97201
890,F,25,2,10475
3765,M,18,4,85282
216,M,25,19,94111
3106,M,25,14,97203
5630,M,45,20,94121
313,M,25,3,64068
5629,M,56,13,75703
3200,M,1,10,75082
5678,M,25,14,76051
5679,M,45,0,92866
1886,M,18,10,90274
2245,M,25,14,60153
5216,M,18,4,43214
2033,F,18,4,68154
2780,M,35,7,75214
5171,M,50,2,50310
63,M,45,7,98028
5958,M,18,16,94014
5682,F,25,3,98626
2389,M,25,4,22030
2131,F,25,14,34639
457,M,56,0,94043
2145,F,35,2,11218
2611,M,35,16,07030
865,M,25,1,75230
4621,F,25,0,98115
3893,M,1,10,12159
2446,M,35,14,60657
694,M,18,14,60194
4210,M,56,1,95117
1924,M,45,0,12065
5424,M,25,7,02840
356,M,25,17,06460
3878,M,50,7,10805
1237,M,35,0,14228
5497,F,50,20,95051
3643,M,56,17,97146
2238,M,25,0,94108
2349,M,35,18,85275
799,M,25,7,14302
4690,M,18,7,11434
3629,M,35,0,94560
898,M,35,14,91324
3170,F,25,9,43420
1682,F,25,2,75070
5439,M,35,20,27607
2032,F,18,1,11375
2127,F,1,10,04240
4370,M,50,7,13088
2685,F,35,0,90278
5702,F,25,17,98034
1996,M,35,20,94122
4541,M,1,10,95926
191,F,25,2,94040
3998,F,45,20,04240
1000,F,18,4,91706
2702,M,45,0,34116
1608,M,35,17,49508
3038,M,35,1,10918
2961,M,25,20,14895
2157,F,25,0,97401
1465,M,35,12,75069
5699,M,50,7,01915
3946,F,45,2,97214
3660,F,1,10,61665
2345,M,1,10,89509
1375,M,25,12,53707
4377,F,25,3,50266
538,M,25,5,12308
2609,M,35,2,92821
4419,F,50,2,60657
4691,M,1,10,95123
3518,F,25,1,55104
2575,M,50,1,91403
3779,F,45,5,95136
2766,F,45,1,32750
584,M,35,16,65270
3781,F,45,7,21044
5321,F,56,13,93448
1210,M,1,10,58078
3891,M,18,11,89170
4688,F,45,1,92100
119,F,25,7,19806
5900,M,18,10,98058
5605,F,25,5,90262
3308,F,25,0,07026
1383,F,50,13,94702
3931,M,56,20,87107
571,M,25,17,19801
839,M,35,16,99352
1402,M,35,15,20723
1319,M,45,3,90006
2631,M,18,4,06430
5901,F,25,3,94117
802,M,25,2,07026
1767,F,25,12,94530
4279,M,35,7,55901
4529,F,56,16,94904
968,M,18,17,10804
3840,M,25,7,92130
3948,F,18,1,94578
4097,M,18,4,90601
3637,F,25,0,53713
1420,M,50,16,91360
4362,M,56,13,33445
5859,M,25,4,91911
1521,F,35,15,53704
2795,M,25,0,90046
3083,M,18,4,97215
3205,M,50,7,94404
4140,M,35,1,08107
5898,M,25,17,94089
1691,M,18,3,98122
3488,M,18,4,85035
1641,M,45,14,22901
5897,M,25,14,98101
5695,M,35,16,10472
1366,M,18,4,48197
5346,F,25,1,95336
967,M,18,4,01375
1543,F,1,10,53704
187,M,35,17,55934
3261,M,25,4,08540
4685,M,35,0,28209
127,M,1,10,08872
635,M,18,14,94070
2056,M,25,12,21401
4033,F,45,11,40204
5803,F,35,3,11229
2458,M,18,4,97215
5896,M,56,6,91011
4938,M,35,1,94549
3263,F,18,14,49505
2044,F,1,10,495321
5071,M,25,14,48103
3553,F,50,6,97005
1775,M,50,3,89102
4684,M,18,2,21222
5112,M,35,3,98037
2495,M,35,12,94520
2876,M,35,16,54729
2164,M,18,2,12345
4452,M,35,2,98055
5391,F,25,4,91106
5975,M,25,2,98109
2774,M,35,12,10128
66,M,18,4,80521
25,F,25,3,17522
40,M,35,20,17112
3258,M,18,4,94704
95,M,35,20,90012
5802,F,56,13,90732
5349,M,25,14,19444
5510,M,18,4,93117
3739,F,45,0,92126
5696,M,25,2,98074
813,M,25,1,95472
2947,M,1,0,08055
5967,F,25,0,80027
5959,F,18,4,95132
4733,F,45,0,94115
4869,M,35,16,95405
2391,M,50,16,92612-3417
2566,M,35,12,75063
180,M,50,16,93003
1125,M,18,4,29201
2972,M,25,5,97007
3024,M,1,14,19147
5064,M,56,20,95420
504,M,18,4,94118
5440,M,25,17,11106
1202,M,25,7,90248
1614,M,25,14,06511
2429,M,25,4,98115
3421,F,25,2,75075
3519,F,18,0,91030
4887,F,45,1,90601
5193,M,1,10,92620
5194,F,50,2,94501
4721,M,25,20,91367
2642,M,35,17,77096
4124,M,25,7,94132
1553,M,18,4,54481
850,M,25,12,07054
5596,F,25,9,80538
4217,M,25,16,90638
5195,M,35,7,07644
5781,M,25,7,94538
1169,F,35,2,60201
1505,M,50,7,90505
1403,M,18,4,06511
3387,M,25,12,98102
5894,F,25,14,60657
3044,M,25,17,38104
2822,M,18,0,77341
412,M,25,17,94108
1446,M,50,5,80220
2512,M,18,4,02139
2285,M,1,10,19343
2550,M,25,17,98115
246,M,25,11,75801
1162,M,18,4,12188
986,M,25,12,92688
4533,M,18,19,22030
792,M,50,11,90041
2729,M,25,7,08550
2499,M,35,17,95476
5602,F,1,10,94539
1372,M,1,0,11803
5107,F,25,1,48067
2861,M,35,12,08902
5393,M,25,20,11102
1942,F,35,16,95003
2513,M,18,4,97215
5601,M,25,16,48324
1393,F,25,12,53154
3838,M,18,0,10002
5301,M,25,2,95831
3495,M,18,4,38120
5603,M,25,17,94506
3783,F,25,7,08902
3225,M,35,20,10025
2978,M,25,17,95209
1263,M,18,4,06459
2735,F,25,16,94706
4922,M,56,17,80538
3090,M,18,10,78230
3494,M,25,15,94903
5105,M,18,4,97266
434,M,25,4,53711
4677,M,45,17,60462
2498,M,18,14,43613
3289,M,45,1,71711
5956,M,50,12,12184
5473,F,18,20,90036
4794,F,35,3,83001
4725,M,18,20,02446
2786,M,25,3,22601
5181,M,25,3,02359
2317,M,45,0,97214
5264,M,56,17,23464-3016
927,M,18,17,12054
1750,M,25,11,10549
1948,M,25,12,63146
1592,M,25,20,20009
707,M,25,4,22903
2227,M,56,13,02115
4412,M,35,1,53703
5854,M,35,6,20901
5263,M,18,4,11580
1838,M,25,11,20008
1243,M,45,20,10021
4633,F,25,15,64116
5087,F,35,12,17013
3185,F,18,0,20008
892,M,18,4,48073
4085,F,18,4,10039
5398,M,18,6,60611
4322,M,35,8,10014
2114,F,25,3,85226
1837,F,18,4,11214
5568,M,18,20,43611
3271,F,1,10,87123
2772,M,50,1,01096
4281,M,45,17,78731
5780,M,35,16,77550
2840,M,25,12,06511
5082,F,1,10,94086
2897,F,56,13,07701
3810,M,18,17,75093
1793,M,25,20,98033
4875,F,25,3,02155
5262,M,1,0,77479
4456,M,25,6,81007
3926,F,50,7,94949
4383,F,45,9,85202
2185,M,56,0,72227-5733
5101,M,18,4,22201
105,M,25,0,60201
4726,F,18,4,76201
5190,F,18,4,10003
5767,M,18,0,10705
4229,M,35,6,94115
572,M,25,19,45701
2732,M,56,20,92315
366,M,45,7,77351
334,F,25,3,30308
4276,M,25,11,22043
2759,M,25,0,95136
4589,M,35,1,95003
686,M,50,7,26501
820,M,35,7,50111
1907,M,25,16,78411
2089,F,35,20,10013
2204,M,35,1,92683-1892
5909,F,18,5,48108
1469,M,25,12,10002
1741,M,35,13,76548
330,M,25,0,92646
612,M,35,7,08234
1458,M,25,12,83001
2363,F,25,7,10562
3420,F,25,0,13326
5449,M,25,11,50111
37,F,18,0,28270
1428,F,35,3,55405
1168,M,45,1,02135
3757,M,25,11,75230
665,F,35,9,06830
5169,M,25,11,55555
300,M,25,0,03867
5742,M,25,17,11354
125,M,18,20,61801
3925,M,35,0,90027
6009,F,45,7,10022
1526,M,25,0,16101
1796,M,25,12,44060
2900,M,50,0,44139
4844,M,50,3,48843
4723,M,25,20,48009
5788,M,25,4,11423
5371,M,18,4,53715
3326,M,50,15,07746
1232,M,25,0,06810
4465,M,45,0,04330
1206,M,18,4,10010
4989,M,18,17,91505
419,M,18,20,90028
3941,M,18,4,10003
3993,M,45,17,91355
996,F,50,0,94514
254,M,25,16,94120
5276,F,45,7,99701
2833,F,56,0,38340
91,M,25,0,97212
2689,F,25,19,60612
3023,M,56,0,90049
4510,F,18,17,95405
262,M,25,17,95405
3345,M,35,17,95610
2196,M,25,0,95819
3609,M,50,13,62002
1128,M,45,2,90813
4766,M,18,12,90210
289,F,18,9,62225
4728,M,25,20,90046
96,M,18,18,98118
2198,M,50,14,85202
3992,M,18,19,98034
1343,M,25,19,94607
5083,M,25,12,94520
5662,M,25,16,98208
5563,M,18,0,94044
4192,F,45,0,94114
1738,M,18,4,94507
5790,M,25,17,94122
4508,F,45,0,10022
641,F,35,6,94214
4669,F,18,9,99703
3714,F,25,2,94577
4681,M,35,7,80526
5783,M,25,12,94121
4194,M,18,4,77845
6001,F,18,4,76707
3923,M,45,17,87505
549,M,25,14,15241
324,M,50,16,98516
5275,M,35,2,95602
5017,F,25,17,75006
3790,F,56,13,95320
170,M,35,0,98368
4846,M,25,17,93933
3078,M,1,10,98043-3621
5727,M,35,2,95816
346,F,25,6,97116
76,M,18,4,91301
4799,M,18,14,97123
2508,F,18,17,97070
3056,M,25,12,98052
3,M,25,20,95380
2287,M,18,4,78705
5274,M,25,2,98102
2065,F,25,7,98109
3604,M,18,3,85226
464,M,35,12,95833
5656,M,35,12,94062
648,M,25,3,85013
2541,F,18,4,34243
2264,M,35,5,98465
2269,M,35,16,98029
4561,F,25,17,85301
1250,M,35,20,97333
812,M,25,12,98684
528,M,25,12,98116
1647,M,25,1,97206
874,M,35,7,95765
535,F,18,4,98052
28,M,35,2,97214
567,F,25,19,98102
4565,M,25,20,98119
256,F,25,4,97233
3077,M,18,10,97303
5300,M,18,15,77047
4707,M,25,4,98926
3031,F,18,4,85033
1466,M,25,20,19134
2976,M,50,1,95070
5581,M,25,0,64106
1586,M,25,0,73147
3462,M,18,0,94530
5155,F,18,4,30134
362,M,25,0,73003
5957,M,25,0,47421
970,M,25,17,43212
4566,M,25,16,53406
1709,M,25,0,43229
544,F,50,6,30307
4899,M,18,4,43235
5984,M,18,16,60523
4240,M,18,4,94720
4059,M,18,19,70043
1313,M,35,0,72058
2137,M,35,17,60103
1712,M,18,4,00961
4778,M,18,19,67218
1613,M,25,2,60160
232,M,35,16,50317
4173,M,18,4,11710-1641
4305,M,25,7,53715
5638,F,18,4,60137
3836,F,18,0,91601
4764,M,18,4,13655
71,M,18,14,43725
3203,M,45,17,94602
3522,M,18,20,30605
1773,M,56,8,00606
118,M,35,20,46614
3578,M,35,16,30034
3265,M,56,16,77079
3563,M,56,1,96153
157,M,35,7,91107
4293,M,25,15,08109
2959,M,35,17,77566
2027,M,35,12,50325
3504,M,45,0,94114
683,M,25,4,33157
4498,M,25,0,90638
197,M,50,1,04240
384,M,25,2,10040
4183,M,50,5,10128
5730,M,35,20,77024
426,M,25,3,96813
946,M,35,6,90803
5985,M,18,19,27028
744,F,18,4,77005
4730,F,25,1,75149
649,M,25,4,75206
432,F,25,0,33067-1400
1077,M,25,16,22112
3751,F,25,3,90016
4737,M,35,0,72058
3460,M,25,14,75230
5269,M,35,7,76248
145,M,18,0,75149
2610,M,18,4,13655
5653,F,45,0,94566
914,M,25,20,75205
2152,M,45,16,75067
4289,M,25,17,75240
3061,M,35,16,79605
5475,M,25,17,75044
5395,M,56,2,90680
3984,M,18,4,07030
4915,M,25,17,99003
1864,M,25,4,70115
527,M,25,0,45801
3823,M,25,20,17022
265,M,18,4,94704
2388,M,18,1,78133
299,M,35,1,22181
2950,F,35,0,08009
4642,M,45,0,23454
5906,M,18,4,10027
4713,M,18,20,18104
5131,M,18,4,04901
3958,M,45,1,85721
5474,M,18,8,90210
5038,M,45,2,19104
3832,M,1,10,19116
798,M,25,0,19152
2087,M,18,4,19146
4673,F,25,2,53523
1167,M,25,4,20008
1444,M,25,11,20878
5369,M,18,17,20724
1645,M,50,11,20852
1677,M,35,7,52003
3728,M,45,11,22204
3107,M,35,11,70118
1295,M,18,4,70118
5729,F,25,6,54729
1401,M,18,4,22903
1046,M,25,2,50021
2990,M,25,7,22314
1676,M,18,4,22401
1255,M,18,4,22032
1601,M,18,17,20742
5569,F,18,4,22031
4397,F,25,14,12189
4711,M,50,13,90210
5280,M,56,2,08825
140,F,25,12,48103
5851,F,35,6,90035
4298,M,50,7,10014
4763,M,1,1,30707
3750,F,35,9,56007
3069,M,35,1,53706
4551,M,1,8,02254
2645,F,35,12,45249
856,M,25,20,50265
5188,M,25,20,43315
3701,F,25,0,53713
5294,F,35,1,92801
2147,F,18,4,43560
2101,M,25,7,50310
4019,M,45,11,49265
4403,F,25,1,07721
2154,M,18,4,07030
5451,M,25,16,07302
5189,M,18,4,12180
2808,M,18,4,53190
4358,F,18,4,14433
3163,M,18,17,07030
3573,M,35,5,10990
88,M,25,19,11501
404,M,25,0,10016
99,M,25,2,08817
5570,M,35,7,10011
3041,M,18,4,07940
5647,M,25,12,11217
2246,M,18,0,95037
329,M,18,4,53190
2606,M,25,12,10014
5907,F,18,4,53711
1678,M,25,2,10002
3755,M,45,12,95051
4563,M,18,4,60047
5583,M,35,5,10011
5749,M,35,7,11747
3238,M,18,5,12582
810,M,25,19,59602
4129,M,25,12,10036
1774,M,50,0,90803
1757,M,25,0,92346
3455,M,18,4,93004
2018,M,56,7,92065
4390,M,1,10,92106
2875,F,18,4,59715
4441,F,25,4,66049
1052,M,56,16,94591
409,M,50,16,92129
4740,M,50,14,95129
2633,M,18,4,90048
5955,M,35,7,94306
735,F,18,1,94606
1987,M,25,7,94043
4830,M,50,7,95008
4028,M,50,11,92346
4342,M,45,14,95148
1960,M,56,13,85248
2604,F,45,1,46774
5030,M,50,20,92106
1475,M,35,7,02127
3712,M,45,7,95076
728,M,35,12,94107
5272,M,25,12,92024
2738,F,45,20,90069
3437,M,1,10,92846
1045,M,25,4,29732
42,M,35,0,91006
3743,M,35,2,95008
1289,M,35,16,92352
490,F,50,0,94521
94,M,45,20,93108
3909,M,50,17,94611
5444,M,25,12,94086
2605,M,56,15,92119
5076,M,35,12,95124
251,M,18,14,80023
1511,M,50,6,94702
964,M,45,1,91335
5592,M,25,20,90066
5271,F,35,0,90024
1551,F,35,7,94602
2992,M,35,14,89119
1268,M,56,13,92115
131,F,50,2,94530
5593,M,25,12,91101
64,F,45,6,02135
4647,M,56,12,94109
1836,M,50,7,94024
1069,M,25,19,93536
1441,M,35,0,90401
837,M,18,1,30115
4107,F,35,20,94118
5578,F,25,5,91311
5750,M,35,17,94804
1799,M,56,13,95129
4092,M,18,4,89146
4262,M,1,10,94707
5099,F,18,4,92805
277,M,25,4,91325
4261,M,25,17,95126
5905,F,35,14,95051
4645,M,50,13,01938
459,M,45,7,90405
3011,M,18,10,92704
6004,F,45,6,95209
4134,M,1,0,94525
229,F,35,7,80122
3478,M,56,12,92780
423,F,25,7,94303
4388,M,35,7,90026
3657,F,56,6,90630
924,M,50,7,92886
203,F,1,0,95404
5747,M,35,7,94806
1271,M,1,10,94501
5745,F,1,10,91107
973,M,25,15,94550
3275,M,25,2,94114
3456,M,25,7,94114
5128,M,18,19,94703
4439,M,25,17,95014
4048,M,1,10,90405
5319,M,35,0,90026
1194,M,25,11,92335
2083,F,25,2,91351
1306,F,35,2,94930
3557,M,25,12,95158
8,M,35,17,94550
4657,M,35,5,04901
164,M,18,4,91501
3631,F,18,4,93107
4158,M,25,20,92866
3309,M,25,14,94110
1993,M,25,7,94041
2421,M,1,10,93111
2665,M,18,17,92595
2353,M,25,12,49024
3007,F,18,4,90630
1296,M,35,1,91030
5133,F,25,2,94566
1902,M,25,16,91402
4752,M,1,19,03109
4324,M,35,0,44280
4099,F,18,4,23185
87,F,25,1,17055
3627,F,50,13,53092
1438,M,45,7,55555
3186,F,50,3,91911
657,F,18,1,60914
3178,F,50,9,91941
5843,F,25,6,89523
4094,M,56,17,48304
4327,M,25,20,93637
5765,M,50,7,92116
1049,M,25,11,85258
295,F,25,3,92116
4386,M,50,13,89052
4946,F,25,14,80230
3047,M,45,17,92111
4704,M,25,1,22903
241,M,35,17,12159
4399,M,18,4,97361
2308,M,35,5,58703
3638,M,56,6,02726
2134,M,1,10,43357
5255,M,56,17,49506
10,M,35,7,06460
4398,M,56,1,80303
2218,M,1,10,80540
221,M,25,14,92109
990,M,18,10,92130
1941,M,45,12,92122
5546,M,50,13,91977
4364,M,25,17,62629
177,F,25,1,85224
5902,M,50,6,02090
4868,M,25,7,85257
5551,M,25,20,48309
3633,M,18,4,85259
5850,M,35,17,99508
5146,M,35,2,89012
3070,M,25,1,85364
1674,M,35,0,85621
4414,M,25,0,84108
542,F,50,9,24018
3052,F,35,3,02113
2831,M,18,4,44685
4496,M,50,1,48197
1617,F,56,13,02136-1522
3669,M,1,10,80014
2695,M,45,19,53572
4125,M,18,4,58601
4571,M,35,0,66048
4655,M,50,16,80442
1764,M,25,3,48220
3912,F,35,7,60625
478,M,18,4,81520
1241,F,35,3,01545
373,M,25,4,49456
3280,M,45,0,60543
3865,M,18,4,53233
162,M,18,4,01003
639,F,56,2,20783
2441,M,25,17,35808
352,M,35,16,46214
4999,M,50,1,27705
379,M,25,7,45011
2144,M,25,0,61364
1524,M,25,7,60137
926,M,18,4,56001
1399,M,1,19,06614
2694,M,56,13,03440
1398,M,50,16,49277
2628,F,25,9,48021
5317,M,45,6,44131
1790,F,25,12,10011
193,M,25,4,77345
1334,M,35,20,60640
3968,M,50,14,44614
5067,F,45,20,91436
4586,F,45,2,01851
1854,F,18,0,45212
3567,F,25,14,90046
6020,M,56,14,02468
374,F,45,1,33301
2554,M,50,16,60060
4659,F,25,7,02494
271,F,25,20,24015
1409,M,1,10,79358
3969,M,25,14,37931
5572,F,45,0,49408
5316,F,1,0,24179
3276,M,35,1,91711
961,M,1,10,06437
4739,M,50,6,49456
4827,F,50,0,13210
1010,F,35,3,99504
1507,M,35,7,93906
5737,M,1,10,46033
5766,M,45,11,06416
871,M,25,12,03110
2102,M,50,11,49008
1076,M,25,4,56301
3621,M,35,1,49417
3062,F,56,1,06437
1381,M,35,0,44130
1436,M,1,1,48304
5744,M,56,1,44107
2932,M,18,4,44646
26,M,25,4,43138
1117,M,35,1,01020
4904,M,25,6,46807
5185,F,25,6,53202
1434,M,50,16,06430
2339,F,35,12,43528
3281,M,56,15,79068
2585,F,35,6,13210
1290,M,45,7,01605
1405,F,50,12,21133
211,F,18,4,13148
5261,M,18,4,48197
4828,F,25,4,13210
3336,M,18,4,13165
258,M,18,0,55112
2662,M,18,4,13323
3239,M,1,10,45241
4910,M,25,11,37931
4738,M,18,17,49445
3313,M,1,19,48323
4475,M,18,4,64920
1759,M,18,4,23186
1095,M,18,0,06360
5250,M,35,14,48328
4311,M,25,0,37923-3112
399,M,50,7,60618
2913,M,35,17,17601
1230,M,35,17,48313
1955,F,35,20,48044
136,M,56,1,49006
4301,M,18,0,48322
3509,M,35,2,60061
3564,M,56,13,58504
2484,F,25,17,33990
1954,M,18,5,48504
831,M,35,20,48067
4998,F,18,0,48823
787,F,25,0,24017
3073,M,25,16,48309
793,M,25,11,48825
2934,M,35,12,03062
4570,M,45,15,60035
390,M,25,1,24060
580,F,18,20,495321
5249,M,25,1,24060
5736,M,1,10,60462
257,M,25,16,13090
1554,M,50,11,46802
5733,M,56,13,32806
4348,F,45,12,23116
4361,M,25,6,04456
1915,M,18,18,21740
3844,M,35,17,01519
30,M,18,4,49546
4248,M,56,13,49307
2942,M,25,14,02148
1667,M,35,4,10036
1925,M,1,0,02780
1518,M,56,13,02356
1488,M,35,12,61614
4710,F,35,0,13064
158,M,25,0,12306
1257,M,35,3,46033
3822,M,56,14,02632
2075,M,18,4,12309
5832,F,45,1,46737
895,M,25,5,04103
3826,M,45,0,03060
980,M,25,0,01701
4732,M,56,14,02632
6003,F,1,10,01607
4016,M,18,10,02780
5732,M,50,1,01778
1768,M,35,18,13027
3431,F,1,10,00681
4083,F,18,4,88119
3987,F,50,3,33615
1380,M,45,14,46804
5552,F,50,16,48706
3603,F,45,14,46804
3089,M,18,4,32607
2847,M,18,0,46517
1435,M,18,10,32750
3048,M,18,2,96002
2957,F,18,0,60641
1097,F,18,0,81301
4105,M,25,0,60089
5043,F,18,4,22904
5314,M,56,13,33316
5651,M,18,4,22807
720,M,18,16,97405
4294,M,25,12,68508
3299,F,1,10,50246
907,M,18,19,55912
2335,F,18,3,45244
2463,M,25,12,60618
4850,F,50,14,60618
5983,F,18,19,46556
2720,F,35,2,95521
1597,F,1,10,35810
2998,M,18,0,87122
328,M,35,0,95826
1151,M,25,7,32836
1418,M,1,10,99203
2805,F,25,6,95833
670,M,1,10,60202
4682,M,1,0,95451
2188,F,50,16,99114
2590,M,35,0,48103
603,M,18,20,60641
878,M,50,13,87502
1606,M,50,12,87505
1675,M,25,4,99217
1561,M,1,19,73505
1591,F,35,20,95451
1555,M,45,14,85251
2376,F,25,0,28304
1093,M,25,12,27713-9225
97,M,25,0,45245
5643,F,25,4,60443
4735,F,56,1,11795
4993,M,18,4,45403
772,M,45,17,27502
1088,M,18,5,41018
2228,M,45,16,60126
727,F,18,19,60641
4900,M,1,10,60148
2199,F,25,15,27603
5318,M,18,4,45231
2325,F,25,0,27713
5469,M,1,10,41011
3461,M,25,17,45233
1415,M,1,10,60148
4767,M,25,12,45140
3880,F,25,1,27515
3717,F,35,9,46815
3127,M,1,10,60613
3881,M,35,1,60016
3505,M,56,20,46804
3988,F,1,10,11743
234,M,45,12,53718
5257,M,56,3,94941
382,F,25,7,10016
1974,M,45,7,11201
5650,M,18,4,07508
1156,M,25,0,10006
5782,M,35,7,10011
5016,M,45,17,88005-4313
794,M,45,6,01950
3435,M,18,4,80521
4729,F,25,0,60622
3068,F,25,1,46807
1802,F,25,0,93940
5024,F,25,20,60612
5313,M,1,10,44906
4879,M,35,17,64153
1502,M,25,6,60060
5252,F,50,3,95451-9554
2126,M,56,17,94931
1626,F,45,1,13088
415,M,25,2,60123
4538,M,25,12,60025
618,M,25,5,96815
4212,F,25,7,27514
4228,M,50,14,60016
3806,M,25,12,60025
4636,M,45,0,61821
1577,F,45,1,60302
405,M,50,11,85726
719,M,25,14,60061
1538,F,35,3,60187
5644,M,56,1,85718
2058,M,1,10,46324
2982,M,1,10,96782
347,F,35,6,14905
3174,F,25,4,32607
2380,M,18,10,60148
2711,M,45,12,64117
2116,M,45,5,60647
862,M,18,4,60115
3661,M,45,2,86701
807,M,1,10,60565
4634,M,1,10,60007
1879,M,25,0,60622
1050,M,45,2,60613
2675,F,35,12,46755
3389,M,25,5,60466
4172,M,18,19,60010
513,M,35,14,60626
5848,F,18,1,01562
5026,F,50,0,46815
2986,M,35,5,33317
1834,F,35,6,44303
3511,F,45,15,59840
5027,F,18,4,59715
699,F,18,4,10033
1126,F,56,16,70503
5373,F,25,20,46835
1379,M,25,5,33025
2276,M,45,17,48116
1186,M,25,6,70508
859,F,45,7,37877
1173,M,56,13,60506
2756,F,50,2,48118
4155,F,56,13,37774
5471,F,35,1,46774
5785,F,45,0,11217
2892,M,18,1,14620
609,M,50,14,13210
2324,M,25,0,71731
3457,M,25,6,23235
4678,M,18,2,31401
4793,M,56,7,39211
2481,M,56,13,44143
5363,F,45,9,13035
4041,M,50,17,01536
523,M,50,7,08816
3227,M,56,6,74105
3260,M,45,11,48104
1496,M,50,2,32117
4628,M,35,18,44708
4093,M,25,20,90024
4180,F,1,10,13090
4595,M,35,17,82604
5208,M,56,0,06082
562,M,1,10,13066
4939,F,50,1,52002
1816,M,25,0,61021
4451,M,45,1,13214
6002,M,50,15,13039
873,F,56,3,48130
3598,M,56,13,48108
5549,M,45,11,72316
5734,F,25,6,22923
4448,M,56,13,52003
2598,M,35,17,77584
4006,F,18,10,13090
4007,M,56,13,49423
4005,F,25,12,02478
1443,M,50,12,48104
703,M,50,17,08055
31,M,45,12,94103
3857,M,50,20,48104
3859,F,18,4,02138
1927,M,25,17,02140
3759,F,45,16,48103
1825,F,45,0,08901
2807,M,45,12,48130
5784,F,25,4,22902
4861,M,45,0,13131
4445,F,50,6,48103-4711
5364,F,25,1,13210
5100,M,56,7,48114
1945,M,35,0,13207
3736,F,45,9,57108
4363,M,56,7,48114
3688,M,35,7,48104
2996,F,50,1,06043
2536,M,25,7,30115
3687,F,56,13,48105
1057,M,35,3,13088
2937,M,35,17,50321
5550,F,18,4,27708
3999,M,18,4,01040
4008,M,18,10,48169
4578,M,56,7,13212
4950,F,56,15,97367
3113,M,45,7,48103
3539,M,56,1,48104
4278,M,56,14,01545
3818,M,50,6,13035
655,F,56,7,01562
3036,M,50,17,48197
5735,M,35,18,13146
3904,M,35,17,49424
1531,M,45,17,13152
5463,F,56,3,52003
445,M,35,2,48104
4232,M,56,1,13210
3394,M,35,3,48107
4716,F,45,1,01604
1670,M,25,12,02139
5718,M,35,16,98031
3641,F,1,10,48105
5664,M,35,1,48116
1794,M,50,12,06082
2856,M,25,8,50309
2370,M,18,4,44312
2360,F,25,0,11106
3816,M,50,13,41076
1609,F,35,9,61270
3727,M,35,11,94306
